,TEAM_HOME,TEAM_AWAY,FG_HOME,FG_AWAY,FGA_HOME,FGA_AWAY,FG_PCT_HOME,FG_PCT_AWAY,FG(3)_HOME,FG(3)_AWAY,FGA(3)_HOME,FGA(3)_AWAY,FG_PCT(3)_HOME,FG_PCT(3)_AWAY,FT_HOME,FT_AWAY,FTA_HOME,FTA_AWAY,FT_PCT_HOME,FT_PCT_AWAY,ORB_HOME,ORB_AWAY,DRB_HOME,DRB_AWAY,TRB_HOME,TRB_AWAY,AST_HOME,AST_AWAY,STL_HOME,STL_AWAY,BLK_HOME,BLK_AWAY,TOV_HOME,TOV_AWAY,PF_HOME,PF_AWAY,PTS_HOME,PTS_AWAY,TS_PCT_HOME,TS_PCT_AWAY,EFG_PCT_HOME,EFG_PCT_AWAY,3PA_R_HOME,3PA_R_AWAY,FT_R_HOME,FT_R_AWAY,ORB_PCT_HOME,ORB_PCT_AWAY,DRB_PCT_HOME,DRB_PCT_AWAY,TRB_PCT_HOME,TRB_PCT_AWAY,AST_PCT_HOME,AST_PCT_AWAY,STL_PCT_HOME,STL_PCT_AWAY,BLK_PCT_HOME,BLK_PCT_AWAY,TOV_PCT_HOME,TOV_PCT_AWAY,O_RTG_HOME,O_RTG_AWAY,D_RTG_HOME,D_RTG_AWAY,WINS_RECORD_HOME,WINS_RECORD_AWAY,LOSSES_RECORD_HOME,LOSSES_RECORD_AWAY,WIN_PCT_HOME,WIN_PCT_AWAY,GAME_NO_HOME,GAME_NO_AWAY,WIN_HOME,WIN_AWAY,LOSS_HOME,LOSS_AWAY,FG(3)_MISSED_HOME,FG(3)_MISSED_AWAY,FG_MISSED_HOME,FG_MISSED_AWAY,BLOCKED_ATTEMPTS_HOME,BLOCKED_ATTEMPTS_AWAY,TOV_FORCED_HOME,TOV_FORCED_AWAY,FG(2)_HOME,FG(2)_AWAY,FGA(2)_HOME,FGA(2)_AWAY,FG(2)_MISSED_HOME,FG(2)_MISSED_AWAY,GAMEID,DATE,SEASON,OTs
1183,NOP,LAL,42,34,79,81,0.532,0.42,10,11,22,24,0.455,0.458,16,23,21,27,0.762,0.852,9,10,34,24,43,34,29,18,5,9,4,5,16,13,20,23,110,102,0.623,0.549,0.595,0.488,0.278,0.296,0.266,0.333,27.3,22.7,77.3,72.7,55.8,44.2,69.0,52.9,5.4,9.7,7.0,8.8,15.3,12.3,118.3,109.7,109.7,118.3,30.0,16.0,49.0,63.0,0.379746835443038,0.2025316455696202,79.0,79.0,1,0,0,1,12,13,37,47,5,4,13,16,32,23,57,57,25,34,201604080NOP,2016-04-08,2016,0
1184,DAL,MEM,30,35,60,87,0.5,0.402,12,7,31,22,0.387,0.318,31,16,39,22,0.795,0.727,6,15,32,27,38,42,18,17,7,9,6,1,17,15,17,33,103,93,0.667,0.481,0.6,0.443,0.517,0.253,0.65,0.253,18.2,31.9,68.1,81.8,47.5,52.5,60.0,48.6,7.8,10.0,9.2,3.4,18.1,13.4,114.6,103.4,103.4,114.6,41.0,42.0,38.0,37.0,0.5189873417721519,0.5316455696202531,79.0,79.0,0,1,1,0,19,15,30,52,1,6,15,17,18,28,29,65,11,37,201604080DAL,2016-04-08,2016,0
1185,DEN,SAS,40,36,86,85,0.465,0.424,6,3,22,14,0.273,0.214,16,23,19,28,0.842,0.821,8,8,39,37,47,45,21,20,9,6,7,8,11,10,23,12,102,98,0.54,0.503,0.5,0.441,0.256,0.165,0.221,0.329,17.8,17.0,83.0,82.2,51.1,48.9,52.5,55.6,9.3,6.2,9.9,12.5,10.4,9.3,105.6,101.5,101.5,105.6,33.0,65.0,47.0,14.0,0.4125,0.8227848101265823,80.0,79.0,0,1,1,0,16,11,46,49,8,7,10,11,34,33,64,71,30,38,201604080DEN,2016-04-08,2016,0
1186,UTA,LAC,36,37,82,83,0.439,0.446,11,13,31,29,0.355,0.448,16,15,23,19,0.696,0.789,9,8,38,36,47,44,14,16,7,13,6,3,18,11,15,20,99,102,0.537,0.558,0.506,0.524,0.378,0.349,0.28,0.229,20.0,17.4,82.6,80.0,51.6,48.4,38.9,43.2,7.3,13.5,11.1,5.9,16.3,10.7,102.9,106.0,106.0,102.9,39.0,51.0,40.0,28.0,0.4936708860759494,0.6455696202531646,79.0,79.0,1,0,0,1,20,16,46,46,3,6,11,18,25,24,51,54,26,30,201604080UTA,2016-04-08,2016,1
1187,NOP,PHO,39,43,95,83,0.411,0.518,7,10,21,25,0.333,0.4,15,25,20,31,0.75,0.806,13,11,29,42,42,53,19,27,8,6,2,8,11,17,26,25,100,121,0.482,0.626,0.447,0.578,0.221,0.301,0.211,0.373,23.6,27.5,72.5,76.4,44.2,55.8,48.7,62.8,8.0,6.0,3.4,10.8,9.6,15.0,99.8,120.7,120.7,99.8,30.0,22.0,50.0,58.0,0.375,0.275,80.0,80.0,0,1,1,0,14,15,56,40,8,2,17,11,32,33,74,58,42,25,201604090NOP,2016-04-09,2016,0
1188,ATL,BOS,46,40,88,90,0.523,0.444,17,11,33,28,0.515,0.393,9,16,11,24,0.818,0.667,5,10,39,30,44,40,31,26,10,10,10,6,17,15,22,21,118,107,0.636,0.532,0.619,0.506,0.375,0.311,0.125,0.267,14.3,20.4,79.6,85.7,52.4,47.6,67.4,65.0,9.7,9.7,16.1,10.9,15.5,13.0,114.2,103.6,103.6,114.2,48.0,47.0,32.0,33.0,0.6,0.5875,80.0,80.0,1,0,0,1,16,17,42,50,6,10,15,17,29,29,55,62,26,33,201604090ATL,2016-04-09,2016,0
1189,MEM,GSW,37,39,96,87,0.385,0.448,7,10,21,36,0.333,0.278,18,12,20,13,0.9,0.923,17,7,37,41,54,48,19,20,8,3,4,7,6,11,16,14,99,100,0.472,0.539,0.422,0.506,0.219,0.414,0.208,0.149,29.3,15.9,84.1,70.7,52.9,47.1,51.4,51.3,8.6,3.2,7.8,9.3,5.4,10.6,106.2,107.2,107.2,106.2,42.0,71.0,38.0,9.0,0.525,0.8875,80.0,80.0,1,0,0,1,14,26,59,48,7,4,11,6,30,29,75,51,45,22,201604090MEM,2016-04-09,2016,0
1190,CHI,CLE,40,36,89,83,0.449,0.434,8,19,24,40,0.333,0.475,17,11,21,18,0.81,0.611,13,12,32,30,45,42,19,24,8,5,6,5,12,15,22,18,105,102,0.534,0.561,0.494,0.548,0.27,0.482,0.236,0.217,30.2,27.3,72.7,69.8,51.7,48.3,47.5,66.7,8.6,5.4,14.0,7.7,10.9,14.2,113.5,110.3,110.3,113.5,40.0,56.0,40.0,24.0,0.5,0.7,80.0,80.0,1,0,0,1,16,21,49,47,5,6,15,12,32,17,65,43,33,26,201604090CHI,2016-04-09,2016,0
1191,POR,MIN,40,41,80,84,0.5,0.488,9,5,24,13,0.375,0.385,16,19,18,25,0.889,0.76,11,13,26,24,37,37,19,24,2,8,4,7,17,11,20,18,105,106,0.597,0.558,0.556,0.518,0.3,0.155,0.225,0.298,31.4,33.3,66.7,68.6,50.0,50.0,47.5,58.5,2.2,8.9,5.6,12.5,16.2,10.4,116.4,117.5,117.5,116.4,43.0,28.0,38.0,52.0,0.5308641975308642,0.35,81.0,80.0,0,1,1,0,15,8,40,43,7,4,11,17,31,36,56,71,25,35,201604090POR,2016-04-09,2016,0
1192,SAC,OKC,45,39,94,81,0.479,0.481,13,13,32,32,0.406,0.406,11,21,20,28,0.55,0.75,16,13,24,31,40,44,22,24,12,6,4,5,11,21,23,25,114,112,0.554,0.6,0.548,0.562,0.34,0.395,0.213,0.346,34.0,35.1,64.9,66.0,47.6,52.4,48.9,61.5,12.5,6.2,8.2,8.1,9.7,18.4,118.4,116.3,116.3,118.4,32.0,54.0,48.0,26.0,0.4,0.675,80.0,80.0,1,0,0,1,19,19,49,42,5,4,21,11,32,26,62,49,30,23,201604090SAC,2016-04-09,2016,0
1193,WAS,CHA,42,28,80,81,0.525,0.346,9,12,21,33,0.429,0.364,20,30,28,35,0.714,0.857,4,9,44,37,48,46,27,21,8,7,5,2,12,15,23,25,113,98,0.612,0.508,0.581,0.42,0.263,0.407,0.35,0.432,9.8,17.0,83.0,90.2,51.1,48.9,64.3,75.0,8.0,7.0,10.4,3.4,11.5,13.5,113.2,98.2,98.2,113.2,39.0,46.0,41.0,34.0,0.4875,0.575,80.0,80.0,0,1,1,0,12,21,38,53,2,5,15,12,33,16,59,48,26,32,201604100WAS,2016-04-10,2016,0
1194,HOU,LAL,50,41,98,83,0.51,0.494,17,12,41,28,0.415,0.429,13,16,18,19,0.722,0.842,16,7,32,33,48,40,30,25,11,10,5,3,13,18,15,15,130,110,0.614,0.602,0.597,0.566,0.418,0.337,0.184,0.229,32.7,17.9,82.1,67.3,54.5,45.5,60.0,61.0,10.9,9.9,9.1,5.3,10.9,16.5,128.7,108.9,108.9,128.7,39.0,16.0,41.0,64.0,0.4875,0.2,80.0,80.0,1,0,0,1,24,16,48,42,3,5,18,13,33,29,57,55,24,26,201604100HOU,2016-04-10,2016,0
1195,LAC,DAL,37,30,76,74,0.487,0.405,9,8,18,30,0.5,0.267,15,23,37,33,0.405,0.697,6,5,36,42,42,47,25,18,11,6,6,5,10,14,20,29,98,91,0.531,0.514,0.546,0.459,0.237,0.405,0.487,0.446,12.5,12.2,87.8,87.5,47.2,52.8,67.6,60.0,11.5,6.3,13.6,8.6,9.8,13.7,102.6,95.3,95.3,102.6,52.0,41.0,28.0,39.0,0.65,0.5125,80.0,80.0,1,0,0,1,9,22,39,44,5,6,14,10,28,22,58,44,30,22,201604100LAC,2016-04-10,2016,0
1196,DEN,UTA,32,36,80,79,0.4,0.456,6,12,27,31,0.222,0.387,14,16,19,21,0.737,0.762,6,11,35,38,41,49,18,19,6,7,7,8,11,9,19,14,84,100,0.475,0.567,0.438,0.532,0.338,0.392,0.238,0.266,13.6,23.9,76.1,86.4,45.6,54.4,56.3,52.8,6.8,7.9,14.6,15.1,11.1,9.3,94.9,113.0,113.0,94.9,33.0,40.0,48.0,40.0,0.4074074074074074,0.5,81.0,80.0,1,0,0,1,21,19,48,43,8,7,9,11,26,24,53,48,27,24,201604100DEN,2016-04-10,2016,0
1197,PHI,MIL,39,40,96,87,0.406,0.46,13,7,46,23,0.283,0.304,17,22,25,24,0.68,0.917,13,8,32,45,45,53,24,26,12,10,6,8,13,19,19,19,108,109,0.505,0.559,0.474,0.5,0.479,0.264,0.26,0.276,22.4,20.0,80.0,77.6,45.9,54.1,61.5,65.0,11.4,9.5,9.4,16.0,10.8,16.3,102.4,103.4,103.4,102.4,10.0,33.0,70.0,47.0,0.125,0.4125,80.0,80.0,0,1,1,0,33,16,57,47,8,6,19,13,26,33,50,64,24,31,201604100PHI,2016-04-10,2016,1
1198,IND,BRK,48,35,86,91,0.558,0.385,11,14,27,37,0.407,0.378,22,21,27,26,0.815,0.808,14,11,44,25,58,36,34,24,10,12,4,4,20,15,22,21,129,105,0.659,0.512,0.622,0.462,0.314,0.407,0.314,0.286,35.9,20.0,80.0,64.1,61.7,38.3,70.8,68.6,9.7,11.6,7.4,6.8,17.0,12.8,124.9,101.6,101.6,124.9,43.0,21.0,37.0,59.0,0.5375,0.2625,80.0,80.0,1,0,0,1,16,23,38,56,4,4,15,20,37,21,59,54,22,33,201604100IND,2016-04-10,2016,0
1199,MIA,ORL,43,37,77,83,0.558,0.446,6,7,20,18,0.3,0.389,26,15,30,19,0.867,0.789,4,6,37,29,41,35,28,18,10,6,3,1,12,16,16,18,118,96,0.654,0.525,0.597,0.488,0.26,0.217,0.39,0.229,12.1,14.0,86.0,87.9,53.9,46.1,65.1,48.6,10.2,6.1,4.6,1.8,11.7,14.9,120.2,97.8,97.8,120.2,47.0,34.0,33.0,46.0,0.5875,0.425,80.0,80.0,0,1,1,0,14,11,34,46,1,3,16,12,37,30,57,65,20,35,201604100MIA,2016-04-10,2016,0
1200,SAS,GSW,34,34,90,77,0.378,0.442,3,10,17,27,0.176,0.37,15,14,19,18,0.789,0.778,18,7,35,39,53,46,21,19,10,7,5,6,11,13,18,18,86,92,0.437,0.542,0.394,0.506,0.189,0.351,0.211,0.234,31.6,16.7,83.3,68.4,53.5,46.5,61.8,55.9,11.2,7.8,10.0,8.2,10.1,13.3,96.0,102.7,102.7,96.0,65.0,72.0,15.0,9.0,0.8125,0.8888888888888888,80.0,81.0,0,1,1,0,14,17,56,43,6,5,13,11,31,24,73,50,42,26,201604100SAS,2016-04-10,2016,0
1201,NYK,TOR,32,37,89,78,0.36,0.474,7,7,20,20,0.35,0.35,18,12,21,19,0.857,0.632,13,7,34,31,47,38,14,19,4,4,3,6,8,6,15,19,89,93,0.453,0.538,0.399,0.519,0.225,0.256,0.236,0.244,29.5,17.1,82.9,70.5,55.3,44.7,43.8,51.4,4.7,4.7,5.2,8.7,7.5,6.5,103.8,108.5,108.5,103.8,32.0,54.0,49.0,26.0,0.3950617283950617,0.675,81.0,80.0,0,1,1,0,13,13,57,41,6,3,6,8,25,30,69,58,44,28,201604100NYK,2016-04-10,2016,0
1202,CLE,ATL,40,39,83,87,0.482,0.448,11,8,29,30,0.379,0.267,18,8,20,15,0.9,0.533,9,10,38,32,47,42,17,23,9,8,4,6,15,15,14,18,109,94,0.594,0.502,0.548,0.494,0.349,0.345,0.241,0.172,22.0,20.8,79.2,78.0,52.8,47.2,42.5,59.0,9.3,8.3,7.0,11.1,14.0,13.8,112.8,97.3,97.3,112.8,57.0,48.0,24.0,33.0,0.7037037037037037,0.5925925925925926,81.0,81.0,0,1,1,0,18,22,43,48,6,4,15,15,29,31,54,57,25,26,201604110CLE,2016-04-11,2016,0
1203,ORL,MIL,41,41,84,78,0.488,0.526,7,3,23,15,0.304,0.2,18,13,28,19,0.643,0.684,12,13,24,32,36,45,28,18,19,6,10,7,10,23,15,20,107,98,0.555,0.567,0.53,0.545,0.274,0.192,0.333,0.244,27.3,35.1,64.9,72.7,44.4,55.6,68.3,43.9,20.3,6.4,15.9,11.5,9.4,21.0,114.2,104.6,104.6,114.2,35.0,33.0,46.0,48.0,0.4320987654320987,0.4074074074074074,81.0,81.0,0,1,1,0,16,12,43,37,7,10,23,10,34,38,61,63,27,25,201604110ORL,2016-04-11,2016,0
1204,BOS,CHA,34,41,89,81,0.382,0.506,8,14,24,32,0.333,0.438,24,18,29,22,0.828,0.818,13,7,33,37,46,44,17,23,6,10,1,7,12,14,17,20,100,114,0.491,0.629,0.427,0.593,0.27,0.395,0.326,0.272,26.0,17.5,82.5,74.0,51.1,48.9,50.0,56.1,6.2,10.3,2.0,10.8,10.5,13.4,103.3,117.8,117.8,103.3,47.0,47.0,34.0,34.0,0.5802469135802469,0.5802469135802469,81.0,81.0,0,1,1,0,16,18,55,40,7,1,14,12,26,27,65,49,39,22,201604110BOS,2016-04-11,2016,0
1205,BRK,WAS,44,46,98,89,0.449,0.517,10,9,31,25,0.323,0.36,13,19,21,24,0.619,0.792,13,9,30,38,43,47,24,27,9,8,9,1,10,14,16,18,111,120,0.518,0.603,0.5,0.567,0.316,0.281,0.214,0.27,25.5,23.1,76.9,74.5,47.8,52.2,54.5,58.7,8.8,7.9,14.1,1.5,8.5,12.3,109.0,117.8,117.8,109.0,21.0,40.0,60.0,41.0,0.2592592592592592,0.4938271604938271,81.0,81.0,0,1,1,0,21,16,54,43,1,9,14,10,34,37,67,64,33,27,201604110BRK,2016-04-11,2016,0
1206,MIN,HOU,38,48,83,86,0.458,0.558,5,15,21,30,0.238,0.5,24,18,33,26,0.727,0.692,10,8,30,35,40,43,25,28,12,12,3,5,13,17,20,23,105,129,0.538,0.662,0.488,0.645,0.253,0.349,0.398,0.302,22.2,21.1,78.9,77.8,48.2,51.8,65.8,58.3,11.8,11.8,5.4,8.1,11.8,14.9,103.3,126.9,126.9,103.3,28.0,40.0,53.0,41.0,0.345679012345679,0.4938271604938271,81.0,81.0,0,1,1,0,16,15,45,38,5,3,17,13,33,33,62,56,29,23,201604110MIN,2016-04-11,2016,0
1207,NOP,CHI,41,44,80,77,0.513,0.571,12,10,26,23,0.462,0.435,22,23,28,26,0.786,0.885,10,5,23,30,33,35,28,29,8,5,2,3,10,9,23,20,116,121,0.628,0.684,0.588,0.636,0.325,0.299,0.35,0.338,25.0,17.9,82.1,75.0,48.5,51.5,68.3,65.9,8.8,5.5,3.7,5.6,9.8,9.2,128.3,133.8,133.8,128.3,30.0,41.0,51.0,40.0,0.3703703703703703,0.5061728395061729,81.0,81.0,0,1,1,0,14,13,39,33,3,2,9,10,29,34,54,54,25,20,201604110NOP,2016-04-11,2016,0
1208,OKC,LAL,42,23,96,81,0.438,0.284,12,7,37,31,0.324,0.226,16,26,27,30,0.593,0.867,13,10,44,38,57,48,27,15,8,8,11,1,11,15,20,20,112,79,0.519,0.419,0.5,0.327,0.385,0.383,0.281,0.37,25.5,18.5,81.5,74.5,54.3,45.7,64.3,65.2,8.0,8.0,22.0,1.7,9.3,13.7,112.2,79.2,79.2,112.2,55.0,16.0,26.0,65.0,0.6790123456790124,0.1975308641975308,81.0,81.0,0,1,1,0,25,24,54,58,1,11,15,11,30,16,59,50,29,34,201604110OKC,2016-04-11,2016,0
1209,UTA,DAL,35,36,77,81,0.455,0.444,9,11,33,32,0.273,0.344,13,18,18,22,0.722,0.818,6,10,32,37,38,47,21,19,5,7,3,2,10,9,16,15,92,101,0.542,0.557,0.513,0.512,0.429,0.395,0.234,0.272,14.0,23.8,76.2,86.0,44.7,55.3,60.0,52.8,5.7,8.0,6.1,4.5,10.5,9.0,105.0,115.3,115.3,105.0,40.0,42.0,41.0,39.0,0.4938271604938271,0.5185185185185185,81.0,81.0,1,0,0,1,24,21,42,45,2,3,9,10,26,25,44,49,18,24,201604110UTA,2016-04-11,2016,0
1210,PHO,SAC,41,41,100,83,0.41,0.494,5,6,22,17,0.227,0.353,14,17,17,28,0.824,0.607,17,4,34,36,51,40,21,25,8,11,3,12,19,18,25,19,101,105,0.47,0.551,0.435,0.53,0.22,0.205,0.17,0.337,32.1,10.5,89.5,67.9,56.0,44.0,51.2,61.0,7.5,10.3,4.5,15.4,15.0,15.9,94.8,98.6,98.6,94.8,22.0,33.0,59.0,48.0,0.2716049382716049,0.4074074074074074,81.0,81.0,0,1,1,0,17,11,59,42,12,3,18,19,36,35,78,66,42,31,201604110PHO,2016-04-11,2016,0
1211,IND,NYK,41,36,80,80,0.513,0.45,6,10,19,27,0.316,0.37,14,8,20,9,0.7,0.889,8,8,33,29,41,37,26,27,10,6,3,8,13,15,10,17,102,90,0.574,0.536,0.55,0.513,0.238,0.338,0.25,0.113,21.6,19.5,80.5,78.4,52.6,47.4,63.4,75.0,11.0,6.6,5.7,13.1,12.8,15.2,112.5,99.2,99.2,112.5,44.0,32.0,37.0,50.0,0.5432098765432098,0.3902439024390244,81.0,82.0,0,1,1,0,13,17,39,44,8,3,15,13,35,26,61,53,26,27,201604120IND,2016-04-12,2016,0
1212,DET,MIA,34,38,84,78,0.405,0.487,5,7,18,20,0.278,0.35,20,16,30,22,0.667,0.727,18,8,30,31,48,39,15,15,9,7,4,5,15,14,17,21,93,99,0.478,0.565,0.435,0.532,0.214,0.256,0.357,0.282,36.7,21.1,78.9,63.3,55.2,44.8,44.1,39.5,9.8,7.6,6.9,7.6,13.4,13.8,101.6,108.1,108.1,101.6,43.0,48.0,38.0,33.0,0.5308641975308642,0.5925925925925926,81.0,81.0,0,1,1,0,13,13,50,40,5,4,14,15,29,31,66,58,37,27,201604120DET,2016-04-12,2016,0
1213,TOR,PHI,48,35,95,77,0.505,0.455,10,15,25,35,0.4,0.429,16,13,19,25,0.842,0.52,16,7,36,25,52,32,25,24,11,8,5,6,13,13,20,18,122,98,0.59,0.557,0.558,0.552,0.263,0.455,0.2,0.325,39.0,16.3,83.7,61.0,61.9,38.1,52.1,68.6,11.7,8.5,11.9,8.6,11.2,12.9,129.3,103.9,103.9,129.3,55.0,10.0,26.0,71.0,0.6790123456790124,0.1234567901234567,81.0,81.0,0,1,1,0,15,20,47,42,6,5,13,13,38,20,70,42,32,22,201604120TOR,2016-04-12,2016,0
1214,SAS,OKC,37,35,87,87,0.425,0.402,4,6,14,25,0.286,0.24,24,22,32,25,0.75,0.88,11,18,31,37,42,55,15,18,12,7,8,5,11,21,22,23,102,98,0.505,0.5,0.448,0.437,0.161,0.287,0.368,0.287,22.9,36.7,63.3,77.1,43.3,56.7,40.5,51.4,12.2,7.1,12.9,6.8,9.8,17.6,104.0,99.9,99.9,104.0,66.0,55.0,15.0,27.0,0.8148148148148148,0.6707317073170732,81.0,82.0,0,1,1,0,10,19,50,52,5,8,21,11,33,29,73,62,40,33,201604120SAS,2016-04-12,2016,1
1215,LAC,MEM,41,35,75,86,0.547,0.407,12,5,25,20,0.48,0.25,16,9,21,14,0.762,0.643,8,13,33,25,41,38,29,16,11,5,7,1,9,16,19,18,110,84,0.653,0.456,0.627,0.436,0.333,0.233,0.28,0.163,24.2,28.3,71.7,75.8,51.9,48.1,70.7,45.7,12.5,5.7,10.6,2.0,9.7,14.8,125.2,95.6,95.6,125.2,53.0,42.0,28.0,39.0,0.654320987654321,0.5185185185185185,81.0,81.0,0,1,1,0,13,15,34,51,1,7,16,9,29,30,50,66,21,36,201604120LAC,2016-04-12,2016,0
1216,BOS,MIA,37,38,86,88,0.43,0.432,5,2,14,19,0.357,0.105,19,10,22,12,0.864,0.833,10,14,29,30,39,44,20,14,7,5,3,10,7,8,20,21,98,88,0.512,0.472,0.459,0.443,0.163,0.216,0.256,0.136,25.0,32.6,67.4,75.0,47.0,53.0,54.1,36.8,8.1,5.8,4.3,13.9,6.8,7.9,113.9,102.3,102.3,113.9,48.0,48.0,34.0,34.0,0.5853658536585366,0.5853658536585366,82.0,82.0,1,0,0,1,9,17,49,50,10,3,8,7,32,36,72,69,40,33,201604130BOS,2016-04-13,2016,0
1217,BRK,TOR,39,41,89,93,0.438,0.441,10,13,26,37,0.385,0.351,8,8,12,15,0.667,0.533,5,16,34,41,39,57,26,24,8,5,8,10,8,9,17,12,96,103,0.509,0.517,0.494,0.511,0.292,0.398,0.135,0.161,10.9,32.0,68.0,89.1,40.6,59.4,66.7,58.5,8.6,5.4,14.3,15.9,7.8,8.3,103.1,110.6,110.6,103.1,21.0,56.0,61.0,26.0,0.2560975609756097,0.6829268292682927,82.0,82.0,1,0,0,1,16,24,50,52,10,8,9,8,29,28,63,56,34,28,201604130BRK,2016-04-13,2016,0
1218,CHI,PHI,39,37,83,81,0.47,0.457,15,17,24,35,0.625,0.486,22,14,27,18,0.815,0.778,16,4,37,27,53,31,27,28,8,10,8,7,17,13,13,24,115,105,0.606,0.59,0.56,0.562,0.289,0.432,0.325,0.222,37.2,9.8,90.2,62.8,63.1,36.9,69.2,75.7,8.4,10.5,17.4,11.9,15.2,12.8,121.1,110.6,110.6,121.1,42.0,10.0,40.0,72.0,0.5121951219512195,0.1219512195121951,82.0,82.0,1,0,0,1,9,18,44,44,7,8,13,17,24,20,59,46,35,26,201604130CHI,2016-04-13,2016,0
1219,CHA,ORL,47,42,86,91,0.547,0.462,11,8,29,27,0.379,0.296,12,11,19,18,0.632,0.611,5,5,41,34,46,39,32,22,6,7,5,4,9,10,14,18,117,103,0.62,0.521,0.61,0.505,0.337,0.297,0.221,0.198,12.8,10.9,89.1,87.2,54.1,45.9,68.1,52.4,6.0,7.0,7.8,7.0,8.7,9.2,117.1,103.1,103.1,117.1,48.0,35.0,34.0,47.0,0.5853658536585366,0.4268292682926829,82.0,82.0,1,0,0,1,18,19,39,49,4,5,10,9,36,34,57,64,21,30,201604130CHO,2016-04-13,2016,0
1220,CLE,DET,46,37,97,85,0.474,0.435,7,16,18,33,0.389,0.485,11,22,15,28,0.733,0.786,8,9,35,38,43,47,21,24,4,5,7,11,10,12,23,15,110,112,0.531,0.575,0.51,0.529,0.186,0.388,0.155,0.329,17.4,20.5,79.5,82.6,47.8,52.2,45.7,64.9,4.0,5.0,13.5,13.9,8.8,11.0,109.3,111.3,111.3,109.3,57.0,44.0,25.0,38.0,0.6951219512195121,0.5365853658536586,82.0,82.0,0,1,1,0,11,17,51,48,11,7,12,10,39,21,79,52,40,31,201604130CLE,2016-04-13,2016,1
1221,DAL,SAS,31,35,77,74,0.403,0.473,12,6,39,23,0.308,0.261,17,20,21,26,0.81,0.769,11,8,30,34,41,42,20,24,8,8,2,3,12,14,23,19,91,96,0.528,0.562,0.481,0.514,0.506,0.311,0.273,0.351,24.4,21.1,78.9,75.6,49.4,50.6,64.5,68.6,9.1,9.1,3.9,7.9,12.2,14.1,104.0,109.7,109.7,104.0,42.0,67.0,40.0,15.0,0.5121951219512195,0.8170731707317073,82.0,82.0,0,1,1,0,27,17,46,39,3,2,14,12,19,29,38,51,19,22,201604130DAL,2016-04-13,2016,0
1222,HOU,SAC,47,32,97,96,0.485,0.333,10,11,35,37,0.286,0.297,12,6,19,13,0.632,0.462,14,15,41,34,55,49,33,21,11,11,7,4,14,17,15,17,116,81,0.55,0.398,0.536,0.391,0.361,0.385,0.196,0.135,29.2,26.8,73.2,70.8,52.9,47.1,70.2,65.6,10.8,10.8,11.9,6.5,11.7,14.3,114.4,79.9,79.9,114.4,41.0,33.0,41.0,49.0,0.5,0.4024390243902439,82.0,82.0,0,1,1,0,25,26,50,64,4,7,17,14,37,21,62,59,25,38,201604130HOU,2016-04-13,2016,0
1223,MIL,IND,37,39,87,90,0.425,0.433,7,11,23,24,0.304,0.458,11,8,13,10,0.846,0.8,7,12,36,36,43,48,23,28,8,8,3,3,15,17,15,14,92,97,0.496,0.514,0.466,0.494,0.264,0.267,0.149,0.111,16.3,25.0,75.0,83.7,47.3,52.7,62.2,71.8,8.2,8.2,4.5,4.7,13.9,15.3,94.0,99.1,99.1,94.0,33.0,45.0,49.0,37.0,0.4024390243902439,0.5487804878048781,82.0,82.0,0,1,1,0,16,13,50,51,3,3,17,15,30,28,64,66,34,38,201604130MIL,2016-04-13,2016,0
1224,MIN,NOP,56,40,86,92,0.651,0.435,13,11,28,30,0.464,0.367,19,18,23,22,0.826,0.818,5,10,38,23,43,33,41,31,14,7,8,0,13,16,20,16,144,109,0.749,0.536,0.727,0.495,0.326,0.326,0.267,0.239,17.9,20.8,79.2,82.1,56.6,43.4,73.2,77.5,13.5,6.7,12.9,0.0,11.9,13.6,138.7,105.0,105.0,138.7,29.0,30.0,53.0,52.0,0.3536585365853658,0.3658536585365853,82.0,82.0,1,0,0,1,15,19,30,52,0,8,16,13,43,29,58,62,15,33,201604130MIN,2016-04-13,2016,0
1225,WAS,ATL,42,32,88,81,0.477,0.395,9,11,28,29,0.321,0.379,16,23,30,31,0.533,0.742,11,9,40,38,51,47,25,22,14,13,4,5,19,22,22,21,109,98,0.539,0.518,0.528,0.463,0.318,0.358,0.341,0.383,22.4,18.4,81.6,77.6,52.0,48.0,59.5,68.8,13.1,12.2,7.7,8.3,15.8,18.9,102.0,91.7,91.7,102.0,41.0,48.0,41.0,34.0,0.5,0.5853658536585366,82.0,82.0,0,1,1,0,19,18,46,49,5,4,22,19,33,21,60,52,27,31,201604130WAS,2016-04-13,2016,0
1226,GSW,MEM,46,42,87,98,0.529,0.429,20,8,47,24,0.426,0.333,13,12,16,16,0.813,0.75,12,13,39,27,51,40,35,25,7,12,7,1,17,13,14,18,125,104,0.665,0.495,0.644,0.469,0.54,0.245,0.184,0.163,30.8,25.0,75.0,69.2,56.0,44.0,76.1,59.5,7.0,12.0,9.5,2.5,15.3,11.0,125.4,104.4,104.4,125.4,73.0,42.0,9.0,40.0,0.8902439024390244,0.5121951219512195,82.0,82.0,1,0,0,1,27,16,41,56,1,7,13,17,26,34,40,74,14,40,201604130GSW,2016-04-13,2016,0
